phrase,freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
team,2,1,0,0,0.14,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
tech management,1,2,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technical area,1,2,0,0,0.07,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical challenge,2,2,0,0,0.14,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical development effort,1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
technical direction,3,2,0,0,0.21,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical maturity,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical payoff,1,2,0,0,0.07,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
technical publication,3,2,0,0,0.21,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical risk `sep` in p,29,5,14,0,2.07,-1,3.4,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0,0,2
technical solution,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical superiority,2,2,0,0,0.14,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technical effort,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technique,2,1,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technological advance,4,2,0,0,0.29,-1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technological advantage,6,2,0,0,0.43,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technological challenge,13,2,0,0,0.93,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technological maturity,1,2,0,0,0.07,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technological need,3,2,0,0,0.21,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technological superiority,3,2,0,0,0.21,-1,12.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
technology,114,1,0,0,8.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
technology (s&t,10,2,0,0,0.09,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
technology advance,2,2,0,0,0.02,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology assessment,1,2,0,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
technology breakthrough,4,2,0,0,0.04,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology breakthrough integrate component including subsystem,1,6,4,0,0.01,-1,9.67,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
technology candidate,2,2,0,0,0.02,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology capability concept,1,3,0,0,0.01,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology concept,5,2,0,0,0.04,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology concept application formulation,72,4,85,0,0.63,0.453,9.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology concept application formulation program element,6,6,172,0,0.05,0.032,8.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology concept application formulation program element program described herein,1,9,172,0,0.01,0.034,8.33,0.889,0.0,0.111,0.0,0.0,0.0,0.0,0,0,1
technology concept application formulation warfighting technology,1,6,85,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development,6,2,0,0,0.05,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
technology development conduct research,1,4,6,0,0.01,3.5,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development demonstration project,1,4,6,0,0.01,3.5,10.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development effort,2,3,6,0,0.02,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2
technology development energy system technology evaluation program,1,7,6,0,0.17,3.5,8.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development force protection,3,4,28,0,0.03,0.161,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development force protection u.s. navy,1,6,336,0,0.01,0.01,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development funding,1,3,6,0,0.01,-1,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development mitigation technique,1,4,6,0,0.01,3.5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development naval research,1,4,747,0,0.01,0.005,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development plan,112,3,6,0,0.98,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology development plan congressional oversight committee,28,6,112,0,0.25,0.179,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development plan congressional oversight committee arctic mobile observing system,1,10,112,0,0.04,0.35,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development plan congressional oversight committee claw inp effort,1,9,112,0,0.04,0.194,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development plan congressional oversight committee hypersonic air-breathing weapon concept,1,10,112,0,0.04,0.389,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development plan congressional oversight committee medium displacement unmanned surface vehicle,1,11,112,0,0.04,0.194,8.73,0.909,0.0,0.091,0.0,0.0,0.0,0.0,0,0,2
technology development plan congressional oversight committee multi-domain threat,1,8,112,0,0.01,-1,9.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development program,1,3,6,0,0.01,-1,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
technology development research investment,1,4,6,0,0.01,-1,9.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development unmanned sea surface vehicle,1,6,6,0,0.01,0.7,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology effort,47,2,0,0,0.41,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology effort acquisition decision,17,4,57,0,0.15,0.561,8.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology effort acquisition decision warfighting system,19,6,131,0,0.17,0.252,8.67,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,1
technology effort acquisition decision warfighting system information security concern,1,9,131,0,0.05,0.828,8.67,0.889,0.0,0.111,0.0,0.0,0.0,0.0,0,0,2
technology effort joint eod force,1,5,118,0,0.01,4.0,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology exposure give marine,1,4,0,0,0.01,-1,7.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
technology fy,1,2,0,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology innovation,1,2,0,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology maturation,1,2,0,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology need,1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology opportunity,1,2,0,0,0.01,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology option,37,2,0,0,0.32,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology option integrated maneuver force,1,5,37,0,0.01,9.5,7.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,1
technology project,5,2,0,0,0.04,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology project pe matures technology,1,5,5,0,0.01,-1,7.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
technology proliferation,2,2,0,0,0.02,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology prototype,1,2,0,1,0.01,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology solution,3,2,0,0,0.03,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology strategy,1,2,0,0,0.01,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology strategy fy,2,3,1,0,0.02,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology (s&t ). m cwl',1,5,10,0,0.01,-1,4.2,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,2
technology (s&t ). s ince,17,5,10,0,0.15,-1,4.2,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,2
technology (s&t ). t,2,4,10,0,0.02,-1,4.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,2
technology applied research,1,3,27,0,0.01,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology base,1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology base program,1,3,1,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology candidate development,2,3,2,0,0.02,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology command,1,2,0,0,0.01,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology department,1,2,0,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology development distributed electronic warfare,1,5,32,0,0.01,0.109,9.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology distributed electronic warfare,4,4,32,0,0.04,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology distributed electronic warfare distributed maritime operation,1,7,59,0,0.25,-1,9.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology education,2,2,0,1,0.02,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology education mathematics,1,3,2,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology management,1,2,0,0,0.01,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology management description,2,3,1,0,0.02,-1,10.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology mantech program,1,3,4,0,0.01,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology mcwl,1,2,0,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology naval research,9,3,747,0,0.08,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research development framework,1,5,747,0,0.01,-1,8.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr,115,4,747,0,1.01,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department,11,5,747,1,0.1,-1,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department navy,9,6,747,0,0.08,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department navy don,19,7,747,0,0.17,-1,6.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department navy don applied,7,8,747,0,0.06,-1,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department navy don applied advanced technology,44,10,747,0,2.32,-1,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval research onr department navy don applied advanced technology naval,1,11,747,0,0.02,-1,6.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology naval warfare,1,3,67,0,0.01,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level,400,3,0,0,3.51,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology readiness level (tr,15,4,400,0,0.04,-1,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
technology readiness level budget activity,16,5,400,0,0.04,-1,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level budget activity ba3 funding,5,7,400,0,0.01,-1,6.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level budget activity ba3 funding ba3 inp fund,6,10,400,0,0.38,-1,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology readiness level budget activity ba3 funding ba3 inp fund program element,1,12,400,0,0.17,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
technology readiness level concept investigation,1,5,400,0,0.0,-1,8.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
technology readiness level fleet battle problem,1,6,400,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level fnc is 3-years,1,6,400,0,0.0,-1,6.0,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
technology readiness level future naval capability,1,6,400,0,0.0,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level platform,1,4,400,0,0.0,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology concept,5,5,400,0,0.01,-1,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology concept application formulation,76,7,400,0,0.19,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology concept application formulation program described herein,38,10,400,0,0.5,-1,8.5,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology concept application formulation program described herein program conduct applied research,1,14,400,0,0.03,-1,8.14,0.786,0.0,0.214,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology concept application formulation program described herein project fund,1,12,400,0,0.01,-1,8.0,0.917,0.0,0.083,0.0,0.0,0.0,0.0,0,0,2
technology readiness level technology development funding,1,6,400,0,0.0,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl,315,4,400,0,0.79,-1,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl budget current,1,6,400,0,0.0,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl fnc,1,5,400,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl freedom,1,5,400,0,0.0,-1,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl naval research,1,6,747,0,0.0,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl radio frequency,1,6,400,0,0.0,-1,6.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl trl,13,5,400,0,0.03,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl trl inps,3,6,400,1,0.01,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
technology readiness level trl trl inps budget activity,1,8,400,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
techsolutions,1,1,0,0,0.07,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
temperature,1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ten activity,2,2,0,0,0.14,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
tension cable,2,2,0,0,0.14,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
term navy,1,2,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
term technology candidate refers,2,4,2,0,0.14,-1,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
term,7,1,0,0,0.5,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
terrestrial,1,1,0,0,0.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
terrorism,1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
terrorism description,1,2,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
test,11,1,0,0,0.79,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
test platform,7,2,0,0,0.5,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
test platform inp investment,1,4,22,0,0.07,0.182,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
test platform surface combatant,1,4,7,0,0.07,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
testing,1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
testing hypervelocity projectile,1,3,0,0,0.07,-1,10.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
testing tool,1,2,0,0,0.07,-1,5.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
therapy,2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
thermal cooling requirement,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
thermal stress,1,2,0,0,0.07,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
thermoplastic carbon-fiber composite material research fy,1,6,2,0,0.17,1.0,8.67,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
thermoplastic tailorable universal feedstock composite fy,1,6,1,0,0.17,-1,8.67,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
thermoplastic,6,1,0,0,0.43,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
thermoplastic carbon-fiber,1,2,0,0,0.07,-1,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
thermoplastic carbon-fiber composite material research,1,5,2,0,0.07,1.0,10.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
thermoplastic congressional add subtotal this program element,1,7,172,0,-1,-1,7.86,0.714,0.0,0.0,0.143,0.143,0.0,0.0,0,0,2
thermoplastic tailorable universal feedstock composite,1,5,0,0,0.07,-1,10.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0,0,2
threat,5,1,0,0,0.36,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
threat component including explosive,1,4,0,0,0.07,-1,8.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
threat emitter,2,2,0,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
threat individual,2,2,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
threat obscuration,2,2,0,0,0.14,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
threat vector,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
threat vehicle,2,2,0,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
threat weapon system,55,3,3,0,3.93,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
threat weapon system capability gap,1,5,55,0,0.02,-1,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
threat description,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
through-the-sensor environmental characterization,1,3,0,0,0.07,-1,15.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
thrust area,3,2,0,0,0.21,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
thrust,6,1,0,0,0.43,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
tilt rotor system,1,3,1,0,0.07,-1,5.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
time,3,1,0,0,0.21,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
time critical strike,8,3,0,0,0.57,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
time critical strike information distribution,2,5,8,0,0.14,-1,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
timely information,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
timing (pn,2,2,0,0,0.14,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
title,29,1,0,0,2.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
title : (u,1,3,0,0,0.03,-1,2.67,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0,1,1
to: (1),1,2,0,0,0.07,-1,3.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
today,11,1,0,0,0.79,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
ton,1,1,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ton m1a1 tank,1,3,0,0,0.07,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
tool,5,1,0,0,0.36,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
topic,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
total dod government (e. .`sep` n ational science foundation,1,9,0,0,-1,-1,5.33,0.556,0.0,0.0,0.333,0.0,0.111,0.0,0,0,2
toxic agent,1,2,0,0,0.07,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
trace explosive,2,2,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
traditional composite material,2,3,2,0,0.14,-1,9.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
traditional technical discipline,2,3,0,0,0.14,-1,10.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
train navy rotc,10,3,11,0,0.71,-1,4.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
train navy rotc enhance naval cybersecurity,1,6,11,0,0.1,-1,6.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
training,1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
training environment,1,2,0,0,0.07,-1,9.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1,4
training model,2,2,0,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
training technology,1,2,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
training (eo dt &t)",1,4,0,0,0.07,-1,4.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
training simulator software,2,3,0,0,0.14,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
training opportunity,1,2,0,0,0.07,-1,9.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
transfer energy,1,2,0,0,0.07,-1,7.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,2
transfer information,1,2,0,0,0.07,-1,9.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
transformation,3,1,0,0,0.21,-1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
transit route,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
transition,6,1,0,0,0.43,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
transition funding commitment,1,3,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
transition innovative science,3,3,0,0,0.21,-1,9.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
transition opportunity,4,2,0,0,0.29,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
transition opportunity research focus,1,4,4,0,0.07,1.25,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
transition result,1,2,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
transition prototype technology,1,3,1,0,0.07,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
transition technology,2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
transitionable hpm source,1,3,1,0,0.07,-1,7.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
transmitter ). c ongressional add,1,5,0,0,0.07,-1,5.8,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0,0,2
transplantation,7,1,0,0,0.5,-1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
transplantation naval research,1,3,747,0,0.07,-1,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
treatment,2,1,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
triggering mechanism,1,2,0,0,0.07,-1,9.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
trl,434,1,0,0,31.0,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
trl america,1,2,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl asw,1,2,0,0,0.0,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl inps,3,2,0,0,0.01,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl inps budget activity,1,4,32,0,0.0,0.062,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl joint,1,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl national oceanographic partnership program,1,5,1,0,0.0,-1,8.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
trl naval research,1,3,747,0,0.0,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl trl,19,2,0,0,0.04,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl trl inps,33,3,19,0,0.08,-1,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
trl trl inps budget activity,1,5,33,0,0.0,0.312,4.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
